func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,1,1048576,4096,4032,2,55588036
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,1,1048576,4096,4033,2,133400049
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,1,1048576,4096,0,3,53321266
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,1,1048576,4096,1,3,63173884
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,1,1048576,4096,32,3,53659447
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,1,1048576,4096,2047,3,61201174
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,1,1048576,4096,2048,3,53016715
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,1,1048576,4096,2049,3,61956199
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,1,1048576,4096,4031,3,131881916
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,1,1048576,4096,4032,3,56220043
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,1,1048576,4096,4033,3,135428432
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,1,1048576,4096,0,5,53126562
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,1,1048576,4096,1,5,62995702
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,1,1048576,4096,32,5,53926240
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,1,1048576,4096,2047,5,61122902
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,1,1048576,4096,2048,5,53557718
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,1,1048576,4096,2049,5,62056651
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,1,1048576,4096,4031,5,131902671
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,1,1048576,4096,4032,5,55335396
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,1,1048576,4096,4033,5,132442686
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,2,1048576,4096,0,0,58053888
memcpy_erms,2,1048576,4096,0,0,58063744
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,2,1048576,4096,1,0,69113674
memcpy_erms,2,1048576,4096,1,0,69129505
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,2,1048576,4096,32,0,58381913
memcpy_erms,2,1048576,4096,32,0,58387983
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,2,1048576,4096,2047,0,63481608
memcpy_erms,2,1048576,4096,2047,0,63400094
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,2,1048576,4096,2048,0,56299068
memcpy_erms,2,1048576,4096,2048,0,56262356
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,2,1048576,4096,2049,0,65815496
memcpy_erms,2,1048576,4096,2049,0,65908701
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,2,1048576,4096,4031,0,142237996
memcpy_erms,2,1048576,4096,4031,0,139959593
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,2,1048576,4096,4032,0,58899691
memcpy_erms,2,1048576,4096,4032,0,58879481
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,2,1048576,4096,4033,0,140588989
memcpy_erms,2,1048576,4096,4033,0,140720727
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,2,1048576,4096,0,1,55858561
memcpy_erms,2,1048576,4096,0,1,55846671
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,2,1048576,4096,1,1,66960429
memcpy_erms,2,1048576,4096,1,1,66961738
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,2,1048576,4096,32,1,56096738
memcpy_erms,2,1048576,4096,32,1,56178934
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,2,1048576,4096,2047,1,66923135
memcpy_erms,2,1048576,4096,2047,1,66885538
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,2,1048576,4096,2048,1,58353067
memcpy_erms,2,1048576,4096,2048,1,58333604
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,2,1048576,4096,2049,1,65395805
memcpy_erms,2,1048576,4096,2049,1,65307116
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,2,1048576,4096,4031,1,142241663
memcpy_erms,2,1048576,4096,4031,1,143162809
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,2,1048576,4096,4032,1,58823443
memcpy_erms,2,1048576,4096,4032,1,58655897
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,2,1048576,4096,4033,1,146622799
memcpy_erms,2,1048576,4096,4033,1,146507649
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,2,1048576,4096,0,2,56007508
memcpy_erms,2,1048576,4096,0,2,56021885
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,2,1048576,4096,1,2,69053601
memcpy_erms,2,1048576,4096,1,2,69103681
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,2,1048576,4096,32,2,58136503
memcpy_erms,2,1048576,4096,32,2,58127007
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,2,1048576,4096,2047,2,63506640
memcpy_erms,2,1048576,4096,2047,2,63313168
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,2,1048576,4096,2048,2,58049262
memcpy_erms,2,1048576,4096,2048,2,58035438
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,2,1048576,4096,2049,2,65609049
memcpy_erms,2,1048576,4096,2049,2,65599147
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,2,1048576,4096,4031,2,146913452
memcpy_erms,2,1048576,4096,4031,2,144858757
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,2,1048576,4096,4032,2,58550281
memcpy_erms,2,1048576,4096,4032,2,58450829
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,2,1048576,4096,4033,2,145612457
memcpy_erms,2,1048576,4096,4033,2,145860211
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,2,1048576,4096,0,3,58159391
memcpy_erms,2,1048576,4096,0,3,58163539
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,2,1048576,4096,1,3,69039222
memcpy_erms,2,1048576,4096,1,3,69034441
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,2,1048576,4096,32,3,55991159
memcpy_erms,2,1048576,4096,32,3,56019378
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,2,1048576,4096,2047,3,66864531
memcpy_erms,2,1048576,4096,2047,3,66834602
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,2,1048576,4096,2048,3,56655697
memcpy_erms,2,1048576,4096,2048,3,56687824
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,2,1048576,4096,2049,3,66915921
memcpy_erms,2,1048576,4096,2049,3,66484769
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,2,1048576,4096,4031,3,142294054
memcpy_erms,2,1048576,4096,4031,3,140298180
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,2,1048576,4096,4032,3,60440170
memcpy_erms,2,1048576,4096,4032,3,60483881
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,2,1048576,4096,4033,3,150798905
memcpy_erms,2,1048576,4096,4033,3,150747948
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,2,1048576,4096,0,5,58142090
memcpy_erms,2,1048576,4096,0,5,58147002
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,2,1048576,4096,1,5,68961080
memcpy_erms,2,1048576,4096,1,5,68907024
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,2,1048576,4096,32,5,58054036
memcpy_erms,2,1048576,4096,32,5,58061308
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,2,1048576,4096,2047,5,67095889
memcpy_erms,2,1048576,4096,2047,5,67013231
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,2,1048576,4096,2048,5,56383456
memcpy_erms,2,1048576,4096,2048,5,56323370
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,2,1048576,4096,2049,5,67748136
memcpy_erms,2,1048576,4096,2049,5,67330234
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,2,1048576,4096,4031,5,147903524
memcpy_erms,2,1048576,4096,4031,5,145027735
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,2,1048576,4096,4032,5,58167304
memcpy_erms,2,1048576,4096,4032,5,58134571
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,2,1048576,4096,4033,5,145881271
memcpy_erms,2,1048576,4096,4033,5,145869340
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,4,1048576,4096,0,0,60071718
memcpy_erms,4,1048576,4096,0,0,60051157
memcpy_erms,4,1048576,4096,0,0,60055565
memcpy_erms,4,1048576,4096,0,0,60043541
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,4,1048576,4096,1,0,73715545
memcpy_erms,4,1048576,4096,1,0,73753548
memcpy_erms,4,1048576,4096,1,0,73737494
memcpy_erms,4,1048576,4096,1,0,73729420
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,4,1048576,4096,32,0,62073494
memcpy_erms,4,1048576,4096,32,0,62061245
memcpy_erms,4,1048576,4096,32,0,62054395
memcpy_erms,4,1048576,4096,32,0,62078006
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,4,1048576,4096,2047,0,71506036
memcpy_erms,4,1048576,4096,2047,0,71587092
memcpy_erms,4,1048576,4096,2047,0,71653126
memcpy_erms,4,1048576,4096,2047,0,71398474
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,4,1048576,4096,2048,0,58255688
memcpy_erms,4,1048576,4096,2048,0,59840042
memcpy_erms,4,1048576,4096,2048,0,59821588
memcpy_erms,4,1048576,4096,2048,0,59842424
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,4,1048576,4096,2049,0,72021895
memcpy_erms,4,1048576,4096,2049,0,72106065
memcpy_erms,4,1048576,4096,2049,0,71666540
memcpy_erms,4,1048576,4096,2049,0,72210013
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,4,1048576,4096,4031,0,154961301
memcpy_erms,4,1048576,4096,4031,0,155037319
memcpy_erms,4,1048576,4096,4031,0,154977957
memcpy_erms,4,1048576,4096,4031,0,155014212
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,4,1048576,4096,4032,0,60733533
memcpy_erms,4,1048576,4096,4032,0,64630403
memcpy_erms,4,1048576,4096,4032,0,64773409
memcpy_erms,4,1048576,4096,4032,0,64622825
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,4,1048576,4096,4033,0,155955363
memcpy_erms,4,1048576,4096,4033,0,155768461
memcpy_erms,4,1048576,4096,4033,0,155770007
memcpy_erms,4,1048576,4096,4033,0,155972898
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,4,1048576,4096,0,1,60299448
memcpy_erms,4,1048576,4096,0,1,60284478
memcpy_erms,4,1048576,4096,0,1,60339824
memcpy_erms,4,1048576,4096,0,1,60286079
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,4,1048576,4096,1,1,71300951
memcpy_erms,4,1048576,4096,1,1,68851703
memcpy_erms,4,1048576,4096,1,1,71293068
memcpy_erms,4,1048576,4096,1,1,71349572
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,4,1048576,4096,32,1,62074628
memcpy_erms,4,1048576,4096,32,1,62087483
memcpy_erms,4,1048576,4096,32,1,62107126
memcpy_erms,4,1048576,4096,32,1,62076683
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,4,1048576,4096,2047,1,71593246
memcpy_erms,4,1048576,4096,2047,1,71462208
memcpy_erms,4,1048576,4096,2047,1,71615923
memcpy_erms,4,1048576,4096,2047,1,71849139
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,4,1048576,4096,2048,1,62071787
memcpy_erms,4,1048576,4096,2048,1,62084849
memcpy_erms,4,1048576,4096,2048,1,62106626
memcpy_erms,4,1048576,4096,2048,1,62064612
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,4,1048576,4096,2049,1,71515440
memcpy_erms,4,1048576,4096,2049,1,70369189
memcpy_erms,4,1048576,4096,2049,1,71548105
memcpy_erms,4,1048576,4096,2049,1,71270371
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,4,1048576,4096,4031,1,156909870
memcpy_erms,4,1048576,4096,4031,1,157644312
memcpy_erms,4,1048576,4096,4031,1,154975200
memcpy_erms,4,1048576,4096,4031,1,156687700
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,4,1048576,4096,4032,1,64580063
memcpy_erms,4,1048576,4096,4032,1,64611965
memcpy_erms,4,1048576,4096,4032,1,64544468
memcpy_erms,4,1048576,4096,4032,1,64563423
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,4,1048576,4096,4033,1,136718054
memcpy_erms,4,1048576,4096,4033,1,147291128
memcpy_erms,4,1048576,4096,4033,1,147319641
memcpy_erms,4,1048576,4096,4033,1,147309077
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,4,1048576,4096,0,2,62075840
memcpy_erms,4,1048576,4096,0,2,62077685
memcpy_erms,4,1048576,4096,0,2,62082451
memcpy_erms,4,1048576,4096,0,2,62076905
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,4,1048576,4096,1,2,71427508
memcpy_erms,4,1048576,4096,1,2,71426999
memcpy_erms,4,1048576,4096,1,2,71424003
memcpy_erms,4,1048576,4096,1,2,71426494
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,4,1048576,4096,32,2,62066685
memcpy_erms,4,1048576,4096,32,2,62064914
memcpy_erms,4,1048576,4096,32,2,62090544
memcpy_erms,4,1048576,4096,32,2,62069456
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,4,1048576,4096,2047,2,62196896
memcpy_erms,4,1048576,4096,2047,2,71563120
memcpy_erms,4,1048576,4096,2047,2,71621479
memcpy_erms,4,1048576,4096,2047,2,71306310
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,4,1048576,4096,2048,2,62087852
memcpy_erms,4,1048576,4096,2048,2,62077741
memcpy_erms,4,1048576,4096,2048,2,62080601
memcpy_erms,4,1048576,4096,2048,2,62106612
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,4,1048576,4096,2049,2,71979752
memcpy_erms,4,1048576,4096,2049,2,72013379
memcpy_erms,4,1048576,4096,2049,2,71976263
memcpy_erms,4,1048576,4096,2049,2,71856432
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,4,1048576,4096,4031,2,152152474
memcpy_erms,4,1048576,4096,4031,2,152235660
memcpy_erms,4,1048576,4096,4031,2,145312783
memcpy_erms,4,1048576,4096,4031,2,152229951
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,4,1048576,4096,4032,2,64632964
memcpy_erms,4,1048576,4096,4032,2,64494420
memcpy_erms,4,1048576,4096,4032,2,64527728
memcpy_erms,4,1048576,4096,4032,2,64499025
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,4,1048576,4096,4033,2,150600346
memcpy_erms,4,1048576,4096,4033,2,150570722
memcpy_erms,4,1048576,4096,4033,2,150093376
memcpy_erms,4,1048576,4096,4033,2,150572247
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,4,1048576,4096,0,3,62065528
memcpy_erms,4,1048576,4096,0,3,62059602
memcpy_erms,4,1048576,4096,0,3,62059396
memcpy_erms,4,1048576,4096,0,3,62055783
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,4,1048576,4096,1,3,71178043
memcpy_erms,4,1048576,4096,1,3,71164525
memcpy_erms,4,1048576,4096,1,3,71156525
memcpy_erms,4,1048576,4096,1,3,71206336
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,4,1048576,4096,32,3,61031653
memcpy_erms,4,1048576,4096,32,3,61029523
memcpy_erms,4,1048576,4096,32,3,61042111
memcpy_erms,4,1048576,4096,32,3,61045827
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,4,1048576,4096,2047,3,70943271
memcpy_erms,4,1048576,4096,2047,3,71375343
memcpy_erms,4,1048576,4096,2047,3,71457493
memcpy_erms,4,1048576,4096,2047,3,71559920
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,4,1048576,4096,2048,3,62074858
memcpy_erms,4,1048576,4096,2048,3,62083273
memcpy_erms,4,1048576,4096,2048,3,62076697
memcpy_erms,4,1048576,4096,2048,3,62087390
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,4,1048576,4096,2049,3,72056504
memcpy_erms,4,1048576,4096,2049,3,72045025
memcpy_erms,4,1048576,4096,2049,3,72075839
memcpy_erms,4,1048576,4096,2049,3,71836508
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,4,1048576,4096,4031,3,152445322
memcpy_erms,4,1048576,4096,4031,3,151516949
memcpy_erms,4,1048576,4096,4031,3,153629292
memcpy_erms,4,1048576,4096,4031,3,151481093
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,4,1048576,4096,4032,3,63266158
memcpy_erms,4,1048576,4096,4032,3,63206651
memcpy_erms,4,1048576,4096,4032,3,63239817
memcpy_erms,4,1048576,4096,4032,3,63228449
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,4,1048576,4096,4033,3,155928085
memcpy_erms,4,1048576,4096,4033,3,156013415
memcpy_erms,4,1048576,4096,4033,3,155954617
memcpy_erms,4,1048576,4096,4033,3,155961922
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,4,1048576,4096,0,5,57125587
memcpy_erms,4,1048576,4096,0,5,62063575
memcpy_erms,4,1048576,4096,0,5,62077095
memcpy_erms,4,1048576,4096,0,5,62074304
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,4,1048576,4096,1,5,73446203
memcpy_erms,4,1048576,4096,1,5,73448316
memcpy_erms,4,1048576,4096,1,5,73459034
memcpy_erms,4,1048576,4096,1,5,73481637
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,4,1048576,4096,32,5,62047895
memcpy_erms,4,1048576,4096,32,5,62039797
memcpy_erms,4,1048576,4096,32,5,62048658
memcpy_erms,4,1048576,4096,32,5,62045346
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,4,1048576,4096,2047,5,71289817
memcpy_erms,4,1048576,4096,2047,5,71287574
memcpy_erms,4,1048576,4096,2047,5,71260405
memcpy_erms,4,1048576,4096,2047,5,71504235
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,4,1048576,4096,2048,5,62048509
memcpy_erms,4,1048576,4096,2048,5,62043193
memcpy_erms,4,1048576,4096,2048,5,62059484
memcpy_erms,4,1048576,4096,2048,5,62046420
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,4,1048576,4096,2049,5,63121142
memcpy_erms,4,1048576,4096,2049,5,71839518
memcpy_erms,4,1048576,4096,2049,5,71646554
memcpy_erms,4,1048576,4096,2049,5,71819827
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,4,1048576,4096,4031,5,149782815
memcpy_erms,4,1048576,4096,4031,5,151458809
memcpy_erms,4,1048576,4096,4031,5,151626745
memcpy_erms,4,1048576,4096,4031,5,149798765
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,4,1048576,4096,4032,5,64444039
memcpy_erms,4,1048576,4096,4032,5,64479401
memcpy_erms,4,1048576,4096,4032,5,64637300
memcpy_erms,4,1048576,4096,4032,5,64509403
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,4,1048576,4096,4033,5,155949067
memcpy_erms,4,1048576,4096,4033,5,155968973
memcpy_erms,4,1048576,4096,4033,5,155703988
memcpy_erms,4,1048576,4096,4033,5,155769119
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,8,1048576,4096,0,0,62106535
memcpy_erms,8,1048576,4096,0,0,62090354
memcpy_erms,8,1048576,4096,0,0,62100798
memcpy_erms,8,1048576,4096,0,0,62111135
memcpy_erms,8,1048576,4096,0,0,62091512
memcpy_erms,8,1048576,4096,0,0,62094675
memcpy_erms,8,1048576,4096,0,0,62101182
memcpy_erms,8,1048576,4096,0,0,62122329
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,8,1048576,4096,1,0,72172712
memcpy_erms,8,1048576,4096,1,0,73764956
memcpy_erms,8,1048576,4096,1,0,73761739
memcpy_erms,8,1048576,4096,1,0,73758282
memcpy_erms,8,1048576,4096,1,0,73793949
memcpy_erms,8,1048576,4096,1,0,73764370
memcpy_erms,8,1048576,4096,1,0,73776353
memcpy_erms,8,1048576,4096,1,0,73763300
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,8,1048576,4096,32,0,62083363
memcpy_erms,8,1048576,4096,32,0,62089146
memcpy_erms,8,1048576,4096,32,0,62090933
memcpy_erms,8,1048576,4096,32,0,62084511
memcpy_erms,8,1048576,4096,32,0,62112797
memcpy_erms,8,1048576,4096,32,0,62102623
memcpy_erms,8,1048576,4096,32,0,62091040
memcpy_erms,8,1048576,4096,32,0,62088813
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,8,1048576,4096,2047,0,71560890
memcpy_erms,8,1048576,4096,2047,0,71605401
memcpy_erms,8,1048576,4096,2047,0,71621554
memcpy_erms,8,1048576,4096,2047,0,71592800
memcpy_erms,8,1048576,4096,2047,0,71629845
memcpy_erms,8,1048576,4096,2047,0,71563868
memcpy_erms,8,1048576,4096,2047,0,71657718
memcpy_erms,8,1048576,4096,2047,0,71455520
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,8,1048576,4096,2048,0,62090976
memcpy_erms,8,1048576,4096,2048,0,62093269
memcpy_erms,8,1048576,4096,2048,0,62122461
memcpy_erms,8,1048576,4096,2048,0,62083237
memcpy_erms,8,1048576,4096,2048,0,62086365
memcpy_erms,8,1048576,4096,2048,0,62085935
memcpy_erms,8,1048576,4096,2048,0,62104320
memcpy_erms,8,1048576,4096,2048,0,62091766
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,8,1048576,4096,2049,0,70917929
memcpy_erms,8,1048576,4096,2049,0,72060390
memcpy_erms,8,1048576,4096,2049,0,72028186
memcpy_erms,8,1048576,4096,2049,0,72070652
memcpy_erms,8,1048576,4096,2049,0,72057570
memcpy_erms,8,1048576,4096,2049,0,71996441
memcpy_erms,8,1048576,4096,2049,0,62205039
memcpy_erms,8,1048576,4096,2049,0,72011203
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,8,1048576,4096,4031,0,156385584
memcpy_erms,8,1048576,4096,4031,0,157534625
memcpy_erms,8,1048576,4096,4031,0,154943899
memcpy_erms,8,1048576,4096,4031,0,154937500
memcpy_erms,8,1048576,4096,4031,0,154877779
memcpy_erms,8,1048576,4096,4031,0,154935296
memcpy_erms,8,1048576,4096,4031,0,157125958
memcpy_erms,8,1048576,4096,4031,0,156722242
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,8,1048576,4096,4032,0,64623345
memcpy_erms,8,1048576,4096,4032,0,64637498
memcpy_erms,8,1048576,4096,4032,0,64733833
memcpy_erms,8,1048576,4096,4032,0,64568361
memcpy_erms,8,1048576,4096,4032,0,64634364
memcpy_erms,8,1048576,4096,4032,0,64723368
memcpy_erms,8,1048576,4096,4032,0,64740026
memcpy_erms,8,1048576,4096,4032,0,64613643
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,8,1048576,4096,4033,0,137674173
memcpy_erms,8,1048576,4096,4033,0,155868584
memcpy_erms,8,1048576,4096,4033,0,156098683
memcpy_erms,8,1048576,4096,4033,0,156073375
memcpy_erms,8,1048576,4096,4033,0,156068773
memcpy_erms,8,1048576,4096,4033,0,156089448
memcpy_erms,8,1048576,4096,4033,0,156076026
memcpy_erms,8,1048576,4096,4033,0,155849149
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,8,1048576,4096,0,1,62079116
memcpy_erms,8,1048576,4096,0,1,62105043
memcpy_erms,8,1048576,4096,0,1,62079921
memcpy_erms,8,1048576,4096,0,1,62079084
memcpy_erms,8,1048576,4096,0,1,62089742
memcpy_erms,8,1048576,4096,0,1,62099112
memcpy_erms,8,1048576,4096,0,1,62084158
memcpy_erms,8,1048576,4096,0,1,62084121
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,8,1048576,4096,1,1,73775330
memcpy_erms,8,1048576,4096,1,1,73744720
memcpy_erms,8,1048576,4096,1,1,73756199
memcpy_erms,8,1048576,4096,1,1,73757278
memcpy_erms,8,1048576,4096,1,1,73754150
memcpy_erms,8,1048576,4096,1,1,73768333
memcpy_erms,8,1048576,4096,1,1,73756744
memcpy_erms,8,1048576,4096,1,1,73760315
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,8,1048576,4096,32,1,62119006
memcpy_erms,8,1048576,4096,32,1,62096836
memcpy_erms,8,1048576,4096,32,1,62114416
memcpy_erms,8,1048576,4096,32,1,62109732
memcpy_erms,8,1048576,4096,32,1,62105011
memcpy_erms,8,1048576,4096,32,1,62105293
memcpy_erms,8,1048576,4096,32,1,62107253
memcpy_erms,8,1048576,4096,32,1,62114748
func,nthreads,iter,size,align,reuse,time_ns
memcpy_erms,8,1048576,4096,2047,1,71778754
memcpy_erms,8,1048576,4096,2047,1,71665681
